,date,open,high,low,close,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,moribvol
0,2018-01-02,105.33999633789062,107.16000366210938,104.38999938964844,107.12000274658205,2040600,ADSK,1,-3.1264832227324177,109.2987625420053,103.06923825145174,42.4011854344722,-46.82308981228589,16.988993332250534,111.62399978637696,116.60149981180828,0.12121212121212122
0,2018-01-02,10.420000076293944,11.020000457763672,10.34000015258789,10.979999542236328,44146300,AMD,1,-0.117619362375299,11.174243393780309,9.590756281970425,47.8573281575559,16.873342088525867,1.2619941166416395,10.65633322397868,11.573666636149088,0.07575757575757576
0,2018-01-02,38.66999816894531,38.95000076293945,38.43000030517578,33.135650634765625,20135700,CSCO,1,0.5462964740946816,33.33286689520692,31.7233461022296,68.4135043616771,104.51303577902608,41.56630089081012,32.172675641377765,30.622195466359457,0.030303030303030304
0,2018-01-02,67.83999633789062,70.5,67.83999633789062,70.43000030517578,1752200,FSLR,1,2.128962649226196,74.35626257161096,61.05073739787147,63.06318797618276,70.59284229820778,22.721550154706502,65.42900009155274,59.58816649119059,0.06060606060606061
0,2018-01-02,158.22000122070312,158.85000610351562,157.00999450683594,152.8358154296875,1436100,INTU,1,1.2275695590654152,155.43363688049942,147.89423329772325,59.46982394700219,59.49138850554089,11.443242876442843,150.8637446085612,147.5129196166992,0.15151515151515152
0,2018-01-02,185.1499938964844,189.5200042724609,183.8699951171875,174.2946319580078,2037300,LRCX,1,-2.6657184663423266,175.7075397815818,165.2195415172463,49.54922425764615,-34.52149929352036,12.39625222129707,177.1669886271159,181.2086400349935,0.13636363636363635
0,2018-01-02,86.12999725341797,86.30999755859375,85.5,80.73815155029297,22483800,MSFT,1,0.7410851440327377,82.69112572943806,76.70545553887249,61.11854032395559,80.76726878057349,18.492283674289016,79.2946787516276,77.38868128458658,0.16666666666666666
0,2018-01-02,47.56999969482422,47.79999923706055,46.16999816894531,42.76443099975586,25380000,ORCL,1,-0.5257724090559392,46.4814152989367,42.169257995130685,40.27099818410109,-145.2446943832268,30.88859684833391,44.50692189534505,44.95553461710612,0.10606060606060606
0,2018-01-02,64.37999725341797,65.33000183105469,64.16999816894531,56.33774948120117,6329600,QCOM,1,0.2792086158014726,56.53850996843334,55.28502328046803,59.42955574645848,-40.88498157477915,6.133731536906905,56.5255989074707,52.705956077575685,0.045454545454545456
0,2018-01-02,105.11000061035156,105.62000274658205,104.5,91.73131561279295,4236200,TXN,1,1.821238824760158,93.8387642230653,82.30413281062611,70.26853198528387,122.63856793371323,50.349538549534834,87.15821940104166,84.99457372029623,0.09090909090909091
0,2018-01-02,19.059999465942383,19.1299991607666,18.96999931335449,15.313431739807127,6822500,WU,1,-0.093359870495,15.804632607205445,15.097071608797972,47.15557043091904,-133.97696559923335,36.437885112937465,15.510789903004964,15.634618584314982,0.015151515151515152
1,2018-01-03,107.0,109.77999877929688,106.98999786376952,109.37999725341795,1953800,ADSK,2,-2.627432362818084,109.59825966767964,102.91274115629496,45.73675052391793,-22.366989392534368,0.294447115051247,111.02033309936525,116.47516644795736,0.09090909090909091
1,2018-01-03,11.609999656677246,12.140000343322754,11.359999656677246,11.550000190734863,154066700,AMD,2,-0.0325765756586697,11.387659697151731,9.529340024375363,52.01989603618878,145.3515413510773,28.93234498103964,10.661999893188476,11.545666646957397,0.15151515151515152
1,2018-01-03,38.720001220703125,39.27999877929688,38.52999877929688,33.399986267089844,29536000,CSCO,2,0.5590016917407681,33.46377458913096,31.71607885020009,69.76330208622183,124.0542859590818,47.62200617251586,32.265619087219235,30.69922205607096,0.030303030303030304
1,2018-01-03,70.87000274658203,71.58999633789062,69.0199966430664,69.80000305175781,1924000,FSLR,2,2.082203099771391,72.87031779767473,63.78968243120711,61.95824768686609,75.68774270385536,28.111607355689785,65.74966684977214,59.94799989064534,0.045454545454545456
1,2018-01-03,158.22999572753906,159.3300018310547,157.74000549316406,153.259521484375,1410900,INTU,2,1.2051756854659177,155.4675063866106,148.30523683848705,60.08702670313433,73.57590230400922,15.211590546953586,150.94751892089843,147.75333048502603,0.12121212121212122
